"commentText","hasReplies","numberOfReplies","replies.id","replies.user","replies.date","replies.timestamp","replies.commentText","replies.likes"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-HS5z3pr_4","Sergio Augusto","3 years ago","1434070469801","+kayqueelson"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-HXPgxqjeE","Marcelo Roberto da Silva","3 years ago","1434070469810","Alexandre, embora esse seja um dos canais mais ??teis do youtube, seu coment??rio foi bastante pertinente. Contudo, me decepcionei menos com o v??deo que com o coment??rio do autor do canal ?? sua postagem: ""Meus v??deos s??o para pessoas com QI superior a 70""."
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-H_h2CYeWE","hunter poop86","3 years ago","1434070469815","+Sergio Augusto??01. Eu disse isso de uma maneira mais generalizada. J?? que n??o ?? novidade nenhuma. E pus ??nfase na presid??ncia, embora n??o especificado, j?? que os que ganhar??o ser??o PT ou PSDB. Sempre ?? assim."
" o voto ?? obrigat??rio (s?? um pouco contradit??rio) e ainda"," por??m"," o voto de um analfabeto tem o mesmo peso que um trabalhador normal. Isso prejudica muito. Ao contr??rio dos EUA."
" as informa????es n??o corresponderam. ?? um assunto grande e complexo.,1"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-H_oi0aUQ2","Marcelo ND","3 years ago","1434070469823","Canal do OT??RIO. O nome diz tudo.","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-Hob94JAVP","Sergio Augusto","3 years ago","1434070469828","+kayqueelson??hahahahaha voce mudou tudo o que tinha dito no coment??rio anterior. Percebeu que leu errado e eu nao tinha dito que cidadania ?? s?? voto no 02. e ficou enrolando. Depois mudou o que tinha dito no 01. onde especificou claramente que ""...NAO H?? EM QUEM VOTAR."" em seguida diz que ""falou isso de uma maneira mais generalizada"" s?? que me pareceu bem especifico - diga-se, em caixa alta ainda. J?? em rela????o ao ponto 03. voce fica com sua opini??ozinha ai de video de internet que pra mim tanto faz. Conclus??o: Voce tem que ler e escrever com mais aten????o.","1"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-Hq1f9ydsv","hunter poop86","3 years ago","1434070469834","+Sergio Augusto??Haha beleza cara. N??o vou mais discutir. flw.","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-HrOWcC0ZN","Walter Hauer","3 years ago","1434070469837","+OtarioAnonymous (Canal do Ot??rio)??Mais tem pessoas com QI com menos de 10% e conseguiu entender tudo e muito bem.","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-I-DeTy7jL","eupeido6 xera","3 years ago","1434070469844","Cara concordo plenamente com voc??, o voto n??o ?? impresso para n??o ter repres??lias. Imagine em um pa??s que se n??o votar no ""general"" ?? espancado e ?? amea??ado de morte, o voto foi criado pelas gera????es passadas para n??o haver um poder ??nico, ao votar voc?? estar?? exercendo sua liberdade se ?? que o homem ?? livre e vive toda sua vida acorrentado.","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-I0cFmyWDj","Roberto Ara??jo","3 years ago","1434070469846","+oi vc??Colega, o cidad??o n??o leva o voto impresso pra casa. Ele ?? depositado em uma urna e contado manualmente depois, pra ver se o resultado bate com o da urna eletr??nica.","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-I864QIP0Q","eupeido6 xera","3 years ago","1434070469848","Nesses pa??ses o voto n??o ?? secreto, voc?? p??em seu nome e o nome do candidato."
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-IApn4Ri4s","Sergio Augusto","3 years ago","1434070469857","+kayqueelson??Falou!","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-IIKU4qS8c","Leandro Costa","3 years ago","1434070469858","Como tem alienado aqui, ainda acham que tem pol??tico honesto no Brasil, mesmo que por um acaso apare??a um, ser?? uma ma???? boa em um cesto com d??zias de ma????s podres, ou seja, tamb??m se corromper?? logo."
" ?? conversa pra boi dormir.,0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-IJAFLaHSZ","Alexandre B","3 years ago","1434070469861","+Lord Nael?? Colega, sou meio leigo nesse assunto. Ser?? que voc?? poderia me explicar o porqu?? de se votar nulo? Votar branco ou simplesmente n??o ir n??o seria a mesma coisa?","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-IMOg7LUHC","Leandro Costa","3 years ago","1434070469867","Voto em branco poderia ser facilmente fraudado, no tempo das c??dulas, ent??o se criou um ""mito"" em torno disto."
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-INvcrbllY","Alexandre B","3 years ago","1434070469870","+Lord Nael??Mas voc?? n??o se importa que outras pessoas escolham as pessoas que criar??o regras ??s quais voc?? dever?? se submeter? N??o acha que votar Nulo pode beneficiar algu??m?","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-IQY9np6fY","Leandro Costa","3 years ago","1434070469874","Se h?? corrup????o nos votos nulos e brancos tamb??m h?? nos votos v??lidos, tanto faz votar no candidato X e Y ent??o por que votar em algu??m?"
" pois n??o sei de que classe social ??s"," que deveriam ser os dois extremos no pa??s"," N??O fizeram muita coisa pelo pa??s"," h?? n??o ser os esc??ndalos de corrup????es"," os apadrinhamentos e as parceiras duvidosas entre partidos que antes eram advers??rios mais hoje s??o aliados."
" ent??o n??o merecem o meu voto."
" dificilmente far?? o que ?? bom para todos.,0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-IRFK-yY1S","Alexandre B","3 years ago","1434070469880","+Lord Nael??Como assim h?? corrup????o nos votos nulos e brancos? N??o acha que deveria haver mais participa????o da popula????o brasileira ao inv??s de exigir que essa mudan??a parta deles? Uma vez que o n??mero de votos nulos, brancos e absten????es nas elei????es de 2010 somaram 30 milh??es e a diferen??a entre Dilma e Serra foi de 12 milh??es de votos, n??o acha que se houver consci??ncia apenas das pessoas que n??o participam j?? daria resultado?","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-IW1f9mRoj","Leandro Costa","3 years ago","1434070469882","Como ??? Ent??o voc?? acha que estes 30 milh??es deveriam ter votado na merda (PT) ou na bosta (PSDB) ?? isto? Eu espero que estes n??meros aumentem muito que dobrem ou tripliquem, chega de ser enganado por pol??ticos."
" s??o eles que votam e s??o eles que modificam. Se a maioria deles fosse a favor do Ficha Limpa (que s?? funciona na teoria) j?? mostraria ter um resqu??cio de car??ter e eu at?? analisaria alguns destes candidatos"," a mudan??a tem que vir de cima"," eles s?? criam leis para beneficiar a eles mesmos"," veja a facilidade que ?? para aumentar os sal??rios deles"," enquanto o do trabalhador m??dio ?? de pouco mais de 5% ao ano"," estes canalhas chegam perto de DOBRAR o pr??prio sal??rio (60% ou mais de aumento e a?? eu te pergunto cad?? a oposi????o? Pelo que eu sei"," s??o TODOS a favor do aumento exagerado do pr??prio sal??rio e benef??cios"," tanto faz se s??o da esquerda"," centro ou direita"," ningu??m barra isto ou vai contra)."
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-IYDMwMHoH","Alexandre B","3 years ago","1434070469888","+Lord Nael??Certo, concordo com tudo que voc?? disse. Qual seria a solu????o? Deixar que continue assim ou mobilizar a popula????o para dar uma resposta a eles? N??o existe apenas PT e PSDB. H?? v??rios outros candidatos que, muito embora voc?? v?? argumentar que s??o farinhas do mesmo saco, serviriam ao menos para mostrar para os grupos dominantes que o povo est?? atento e que n??o vai mais eleger os mesmos bandidos de sempre. Por outro lado, se cada um for para o seu canto e n??o participar do pleito, ser?? que n??o estaremos dando a eles exatamente o que eles querem? Pense, se todas as pessoas tiverem o seu comportamento, legalmente falando ?? poss??vel que o candidato seja eleito apenas com os votos de sua fam??lia e com aqueles que ele puder comprar. Para que o mal triunfe, baste que o bem n??o fala nada.","1"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-IcFXxuy0_","Fernando Cardoso","3 years ago","1434070469892","Voc?? entende o sistema atual como democracia? Assim como uma grande parte dos brasileiros, n??o desejo votar em ningu??m, pois n??o vejo ningu??m que represente meus interesses. Mesmo assim, sou ""obrigado"" a votar. Se voc?? acredita que ter a obriga????o de votar durante as elei????es ?? uma conquista, algo que todo brasileiro deveria se orgulhar, recomendo que reflita sobre todos os DEVERES que temos e os direitos que nos s??o dados. (sim, em min??sculas)","1"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-IkNfFxSLF","Michael Rodrigues","3 years ago","1434070469895","Tem que tacar ?? fooogo na urna..","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-JA8cozfFM","Leandro Costa","3 years ago","1434070469903","+Alexandre B"
" principalmente para servidores p??blicos"," que serve para dar mordomias para os ladr??es da pol??tica."
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-JB_PMn_11","eupeido6 xera","3 years ago","1434070469905","Porrada nos gringo!! "
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-JaRsICX2A","Alexandre B","3 years ago","1434070469911","+Tom Garcia se quer mesmo saber, no ??ltimo teste que fiz, alcancei 155 pontos de QI, o suficiente para perceber que um v??deo mal explicado ??desses ?? o suficiente para que muitas pessoas tentem quebrar a urna. Mas, infelizmente, como o v??deo foi feito para quem tem 70 de QI, provavelmente n??o ?? o bastante para entender que o povo brasileiro ?? extremamente deficiente quando se trata de entender ironias e sarcasmo. Ap??s 24 horas da publica????o, j?? temos provas suficientes disso nos coment??rios. V??rias pessoas confusas quanto ao sentido do v??deo e v??rios outros dizendo que no dias das urnas far??o isso ou aquilo. H??, inclusive, o risco de haver uma den??ncia feita pelo minist??rio p??blico federal sobre incita????o ?? viol??ncia ou apologia ao crime. Mas para perceber isso n??o precisa ter alto QI, basta ter bom senso.","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-KMK8vBaXq","Canal do Otario","3 years ago","1434070469915","+Alexandre B??7900 likes contra 400 dislikes... ;-)","2"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-KOw7hQ_oc","Alexandre B","3 years ago","1434070469917","+OtarioAnonymous (Canal do Ot??rio)??Cara, voc?? pode ser melhor que isso. Eu nunca disse que o seu v??deo n??o faria sucesso, mesmo porque, est?? cheio de funks por a?? com 1 milh??o de likes. Eu poderia listar uns 3 videos de gatos fazendo maluquices que teriam mais likes que todos os seus v??deos juntos. A cr??tica n??o ?? esta. S?? o alertei para que voc?? tenha cuidado com o que posta. Voc?? ?? formador de opini??es. ?? refer??ncia quando se pensa em lutar pelos direitos e em fazer do pa??s um lugar melhor. Quando voc?? coloca seus v??deos precisa pensar que todo tipo de gente vai acess??-lo e n??o apenas aqueles para os quais voc?? pensou em direcionar. Veja quanta gente idiota discutiu sobre o seu v??deo. Veja quantas pessoas apenas passaram por aqui para descarregar ??dio, n??o conseguem sequer lan??ar argumentos. Estamos lidando com todos os tipos de classes, forma????es e motiva????es. Sarcasmo e ironia s??o ferramentas interessantes, mas precisam ser usados com responsabilidade. Quer fazer um teste: substitua urnas por negros ou por homoafetivos e voc?? vai ver no que vai dar. Al??m disso, sua pesquisa foi falha. Muitas vezes ?? poss??vel fazer um procedimento de recupera????o de dados nas urnas gastando 5 minutos. Isso vai depender do local de vota????o e da estrutura de cada ponto. Al??m do mais, a maior parte dos seus exemplos n??o gera perda de votos, uma vez que eles s??o gravados em duas mem??rias flash e um mero v??mito ou merda na urna n??o gera qualquer transtorno para a Justi??a Eleitoral, por??m vai gerar um grande transtorno para o eleitor que sair?? do local de vota????o preso em flagrante sem direito ?? fian??a. E para os casos de n??o haver urnas para substitui????o, o procedimento continua nos moldes antigos, com urnas de lona. Sou seguidor do seu canal, mas continuo achando que voc?? pisou na bola e foi irrespons??vel dessa vez. Leia os coment??rios e perceber??.","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-KPDenTbJy","Chumbens Jr","3 years ago","1434070469923","Mas e o que fazer se no 2?? turno voc?? n??o quiser nenhuma das duas op????es? Vota no menos pior?","1"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-KQmQhxp9j","Alexandre B","3 years ago","1434070469927","+Rubens Jr??Colega, sua pergunta ?? bastante pertinente. Nosso sistema de escolha de representantes ?? o mesmo utilizado desde 1945. Sempre foi assim e pelo visto continuar?? sendo, uma vez que ratos n??o constroem ratoeiras. As inova????es que tivemos s?? foram poss??veis porque houve iniciativa popular. Assim, nesse aspecto, se dois representantes ruins chegarem ao poder, n??o h?? o que se fazer uma vez que n??o temos o instituto do RECALL no Brasil. De qualquer forma, um ser?? eleito, mesmo que 90% da popula????o vote nulo vencer?? quem tem a fam??lia maior. Por??m, pare para pensar. Atualmente, os representantes no poder possuem certeza absoluta da reelei????o. Primeiro porque est??o com a m??quina nas m??os e podem usar e abusar dela. Segundo porque possuem programas sociais em andamento e v??rios cargos comissionados. Dessa forma, a ??nica solu????o vi??vel quando isso acontece ?? tentar quebrar essa continuidade. N??o reeleger ningu??m. Isso vai ser necess??rio enquanto os brasileiros n??o se aproximarem da pol??tica. Se voc?? tem um grupo de amigos e sai para beber, se um deles n??o paga a conta, todos reclamam, pois percebem que ele est?? tirando vantagem. O problema ?? que quando se trata de dinheiro p??blico, poucas pessoas percebem que a situa????o ?? semelhante. Quando algu??m desvia algum dinheiro p??blico toda a popula????o paga a conta. Pena que ainda n??o entenderam isso. Precisamos acompanhar de perto a pol??tica e decidir quem nos representa ou n??o. Votar nulo e votar branco s?? beneficia quem est?? no poder. E quando disserem que so o Brasil possui Urnas Eletr??nicas, pense tamb??m que o Brasil ?? o ??NICO PA??S NO MUNDO QUE POSSUI UMA JUSTI??A ELEITORAL, exatamente criada devido ??s in??meras fraudes nos processos de escolha dos representantes, processo esse que desde 1532 ?? viciado no Brasil, quase 500 anos antes das Urnas Eletr??nicas."
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-KQqqPHBVI","Alexandre B","3 years ago","1434070469930","+Tom Garcia??Desculpe-me. Entendi mal a sua pergunta. Espero que n??o tenha se ofendido com a minha resposta.","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-KjR5A91T_","eupeido6 xera","3 years ago","1434070469937","Esse Alexandre ?? mestre dos argumentos, deixa muitos aqui no chinelo, fa??o minha palavras a sua!","1"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-MAdWHwQl5","Aero Hobby Prazeres","3 years ago","1434070469939","+Sergio Augusto"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-MPG3_Jds7","JrAudioStudio","3 years ago","1434070469948","+OtarioAnonymous (Canal do Ot??rio)??KKKKKKKKKKKK ??BOA","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-OQCtfuiyY","Daniel Bernardo","3 years ago","1434070469949","Ahhhhh....Que democracia? Governo de todos? N??o lembro de terem me perguntado sobre copa, lei d a palmada, proibi??ao de uso de mascaras em manifesta????es, etc etc etc etc etc Uma democracia de mentirinha ?? bem coroada com uma vota????o de mentirinha."
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-Snen_e1WO","Eduardo Tenorio","3 years ago","1434070469954","Realmente, os jovens v??o black-blocar as urnas eletr??nicas porque um vlogueiro da internet ""mandou""."
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-So336j--h","Eduardo Tenorio","3 years ago","1434070469960","+cleitontkd consci??ncia limpa e pensamento positivo v??o ajudar em muito a tirar o PT do poder. Esse ?? o Segredo!","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-TdQo6EuXw","Alexandre B","3 years ago","1434070469984","+Eduardo Tenorio quem quiser despejar ??dio e ganhar likes, fique a vontade, n??o me afeta em nada. Quem quiser conversar civilizadamente sobre a possibilidade de um v??deo como esse influenciar as pessoas, basta fazer refer??ncia a mim e a gente conversa. Aqueles que n??o possuem o m??nimo discernimento e capacidade de interpretar o que eu disse, por favor, leia novamente e reflita um pouco sobre o assunto. Para os outros que acham que os brasileiros n??o s??o influenci??veis por v??deos da internet, sorry, voc??s n??o conhecem nada sobre usu??rios de Internet ou baseiam suas conclus??es apenas em si mesmos.","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-UuyGHq7eg","MatheusMM9","3 years ago","1434070469991","+OtarioAnonymous (Canal do Ot??rio)??boa!","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-V8S2zRP9U","Canal do Otario","3 years ago","1434070469994","+mestre vermelho??se a argumenta????o fizesse sentido, ent??o, filmes como o do Super Homen deveriam ser proibidos, afinal, sempre tem algum maluco achando que tem super poderes e vai tentar sair voando pela primeira janela que aparecer ;-)","6"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-VBjaeFktd","Alexandre B","3 years ago","1434070469997","+mestre vermelho??Amigo, n??o se preocupe. ?? not??rio que o pior cego ?? aquele que n??o quer enxergar. Pouqu??ssimos s??o os seres humanos com humildade bastante para reconhecer um erro. O v??deo possui mais de 100 coment??rios de pessoas que afirmam exatamente o que entenderam: destruir as urnas ?? a mensagem do v??deo. Ele sabe disso, ele j?? leu isso, mas prefere dizer que a culpa ?? do analfabetismo funcional. Quem importa de quem ?? a culpa. O que importa ?? que ele ?? respons??vel pela mensagem d??bia e que ele ?? formador de opini??es. N??o h?? no Youtube uma forma de direcionar os v??deos de acordo com a forma????o intelectual do internauta, ou seja, todos t??m acesso. ??O mais engra??ado ?? que ele, o Ot??rio, ?? um ??timo cr??tico dos erros do mundo, mas, quando se equivoca, apresenta argumentos fr??geis transmitindo a culpa aos visitantes do canal. Eu entendi o v??deo, tenho certeza que voc?? entendeu, mas est?? clara a duplicidade de interpreta????es e, ?? claro que pode levar os mais exaltados a cometer alguma das dicas dadas no v??deo. Mas ?? isso mesmo, ?? a incoer??ncia dos ditos intelectuais brasileiros. Lament??vel.","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-d5oebMWUj","Alexandre B","3 years ago","1434070470005","+Claudio Silva??sinceramente n??o sei qual ?? a sua forma????o profissional, mas queria muito saber como ?? que as urnas podem ser facilmente alteradas. A primeira coisa que quero ?? que voc?? se esque??a das besteiras que ouve pela Internet. O ??nico trabalho s??rio que houve at?? agora apenas conseguiu quebrar o sigilo do voto, ningu??m falou sobre alterar a contagem dos votos. Ah, outro detalhe, s?? vale a pena argumentar nesse sentido se voc?? conhecer minimamente todo o fluxo do funcionamento do voto eletr??nico. Chegar aqui com achismos n??o vai rolar. Se estiver com todas essas informa????es e quiser conversar, seria um grande prazer. Se quer continuar a ser apenas mais um e basear suas convic????es nas teorias da conspira????o que rolam por a??, n??o h?? nada que eu possa fazer. Tenho informa????es t??cnicas sobre o funcionamento e existem procedimentos claros que permitem que os pr??prios eleitores apurem as fraudes. O grande problema ?? a lei do menor esfor??o. ?? muito mais f??cil sentar no sof?? de casa e encher a internet de groselha e sair, no dia do pleito, e verificar por si s??. Ademais, s??o tantos os problemas antes das urnas que nem sei se ?? t??o importante assim o voto eletr??nico. Tantas s??o as fraudes, compras de votos, abuso de poder econ??mico e pol??tico que a fraude acontece muito antes do eleitor colocar os dedos nas urnas. Ademais, se quiser refletir um pouquinho sobre o problema, basta pensar em qual seria o impacto para as elei????es se a maioria das pessoas votasse nulo. Pense sobre isso.","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7-fRbwUYVrY","Thiago Nascimento","3 years ago","1434070470007","como diria no South Park elei????o e sempre entre BABACA IN??TIL e SANDU??CHE DE MERDA... agora concordo com carinha que disse que temos que votar no menos ruim e n??o voltar em branco ou nulo fortalecendo quem est?? na frente que provavelmente ser?? a continuidade do PT devido a compra de votos com projetos ""socias"" e ninguem aguenta dilma: ""m??dicos de cuba"" ""investimento em copa e ferimento dos direitos constitucionais da popula????o"" ""cota para negro em concurso p??blico"" a mulher nunca lei a constitui????o de 1988 n??o pode.","2"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA708deig4UZh","Reinaldo Vale","3 years ago","1434070470009","+Alexandre B??, se cr?? na seguran??a das urnas como diz, me responda o porqu?? do c??digo fonte e o projeto de hardware n??o serem livres, ou seja, audit??veis?","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA70C5YzPBu_A","Alexandre B","3 years ago","1434070470017","+Reinaldo Vale calma Reinaldo. N??o disse em momento algum que creio cegamente na seguran??a das urnas. Disse o tempo todo que ?? mais f??cil sentar a bunda no sof?? de casa e defecar pelos dedos na Internet a ir atr??s de respostas por meio da vota????o paralela e pela compreens??o de todo o fluxo de vota????o.  O que me irrita ?? que idiotas digam que toda elei????o ?? direcionada e que toda urna rouba votos. Trabalho todos os dias de forma incans??vel combatendo a corrup????o,  fazendo longas decis??es para justificar a puni????o dos bandidos que o pr??prio povo elege, dou cursos e palestras para ensinar o povo a votar e da?? vem um bando de alienados dizer que a justi??a permite que votos sejam direcionados na urna. Claro que me sinto atingido. Isso ofende os servidores p??blicos s??rios que trabalham por um pa??s melhor. As pessoas precisam ser respons??veis pelo que dizem. Pensar nas consequ??ncias.  O c??digo fonte, por quest??es de seguran??a,  n??o ?? acessivel publicamente, mas o MP tem acesso juntamente com partidos e a OAB.  O projeto de hardware idem. Tenho urnas abertas onde trabalho e posso garantir que n??o tem nada demais. Ademais, pq n??o combinamos o seguinte: Primeiro aprendemos a votar, conhecendo tudo sobre os sistemas eleitorais,  depois vamos checar a auditoria das elei????es paralelas e s?? no final, se tivermos d??vida justificada, vamos pra rua pedir a libera????o dos fontes. Se toparem fazer desse jeito, estarei na linha de frente da manifesta????o.  Mas enquanto a indigna????o vier de pessoas que apenas est??o na onda da teoria da conspira????o, sem qualquer esfor??o pra entender todo o procedimento ?? lan??ar cr??ticas plaus??veis,  n??o cont??m com ningu??m que conhe??a minimamente o sistema.","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA70Hix1WcNI0","Reinaldo Vale","3 years ago","1434070470018","+Alexandre B??, tamb??m sou funcion??rio p??blico e tamb??m n??o concordo com os pessimistas afeitos a teorias conspirat??rias. Contudo..."
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA70am7TGsSoj","Thiago Valente","3 years ago","1434070470026","+Alexandre B??Olha, voc?? pode trabalhar com isso, mas n??o sabe as in??meras formas de fraudar a urna, inclusive formas f??sicas, que nada tem haver com o hardware ou o software. Enfim, N??O existe urna 100% segura, mas o modelo testado na Argentina d?? de 1.000.000.000.000.000.000 x 0 ao nosso. Al??m disso, nosso sistema eleitoral ?? tem o poder centralizado, contra toda l??gica do sistema moderno pol??tico consagrado dos tr??s poderes. A justi??a eleitoral executa, fiscaliza (sim, se ela n??o aceitar a denuncia de nada valem v??rias a????es, com j?? vi ju??za fazer cagadas hom??ricas frente a urnas impugn??veis) e julga. Um absurdo total. Al??m disso, vendem a urna como o melhor sistema do mundo, inviol??vel. N??O EXISTE SISTEMA INVIOL??VEL NO MUNDO. Por isso, essas propagandas que falam isso s??o MENTIROSAS E LEVIANAS.","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA70arjRSrjsn","Alexandre B","3 years ago","1434070470029","+Thiago Valente, bom dia.??"
" depende de dezenas de pessoas trabalhando com um mesmo objetivo. Entre essas pessoas deve haver fiscais de partidos"," Ju??zes"," Membros da OAB"," Presidente de mesa e secret??rios. Al??m disso Policiais militares e mais servidores dos cart??rios. Ainda assim"," numa verifica????o de rotina seria poss??vel descobrir a altera????o. Existem formas muito mais simples e baratas de fraudar um resultado e com muito menos rastros.??"
" pois as pessoas preencheriam"," n??o se compara nem de longe ao Brasil"," pa??s que possui uma Justi??a Eleitoral criada especificamente para combater a corrup????o no momento da escolha dos representantes.??"
" com as doa????es de campanha"," com a contrata????o de comissionados"," com a publicidade institucional e seus gastos"," ??com os acordos entre os candidatos e l??deres comunit??rios ou"," at?? mesmo"," quanto ??s substitui????es de ??ltima hora que aconteceram ?? revelia do povo em 2012 e nenhum cidad??o ousou discutir.??"
" que n??o entende nada do fluxo"
" ju??zes e promotores"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA70b0VV2mWT1","Thiago Valente","3 years ago","1434070470035","+Alexandre B??Eu n??o cheguei a acompanhar processos como a insemina????o e outros pessoalmente, mas meu pai e outros amigos j??. Sobre os outros posts, fiz de trollagens, me desculpe se fui ofensivo, mas pensei que estivesse aqui s?? querendo ser mais um troll da net. Entendo o que quer dizer sobre a quest??o do fluxo e que em elei????es nacionais isso ?? muito mais dif??cil, mas n??o imposs??vel. Tamb??m n??o quero dizer que nosso sistema ?? uma bosta, mas concordo com in??meras cr??ticas do Brunazo Filho (n??o estou falando do Lamer que n??o tinha provas da fraude, haha). Mas o mais preocupante, pra mim, s??o as elei????es municipais, onde uma j?? vi barbaridades que, geralmente, n??o est??o relacionadas a urna em si. Mas, pessoalmente, creio que algo sobre a impress??o dos votos pr??ximos ao modelo das elei????es municipais argentinas seria um avan??o, n??o uma solu????o."
" pensando bem"," na ideia anarquista"," por parte do povo"," logo"," anular o voto n??o seria diferente de votar ou faltar a elei????o)."
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA70b1hxPcbkJ","Alexandre B","3 years ago","1434070470040","+Thiago Valente??Certo, Thiago. A quest??o do voto nulo pra mim ?? matem??tica b??sica. 140 milh??es de eleitores, 30 milh??es votando em branco, nulo ou se abstendo, sobram 110 milh??es para decidir a elei????o. Desses, 40 milh??es s??o beneficiados com programas sociais assistencialistas. Sobram 70 milh??es para fazer a diferen??a quando n??o t??m o voto comprado.??"
" conforme conjectura pol??tica atual. Assim"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA70h4qs1IT9-","The New Best Player","3 years ago","1434070470042","+OtarioAnonymous (Canal do Ot??rio)??Boa fera kkkkkk ;)","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA70hVMvrgEUj","Pedro Henrique","3 years ago","1434070470049","+Alexandre B??S??rio mesmo que voc?? acha que esse v??deo influencia algu??m? Ah, fala s??rio -.-","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA70hagt1H-Ls","Alexandre B","3 years ago","1434070470051","+Pedro Henrique??Pedro, a essa altura voc?? n??o precisa acreditar em mim. Basta ver todos os coment??rios. V??rias pessoas comentaram o que entenderam do v??deo.","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA70tulK6-5Ov","vipmodelss","3 years ago","1434070470055","Voce criou esse coment??rio s?? pra ganhar aten????o n??? Pois pelo que vi no seu canal, voce j?? sabe que esse sistema de urna eletronica ?? facilmente fraudavel... Por isso nenhum Pais com P maiusculo aceitou esse sistema, apenas um pais com p minusculo como o brasil","2"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA71BEGEzboIt","roberto massareto","3 years ago","1434070470060","N??o entendeu a mensagem."
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7B28KaUWuba","luciano santos","3 years ago","1434070470063","Democracia? Aonde a esquerda domina e dita a regra aqui, Est?? bem longe de ser uma democracia verdadeira.","0"
"","","","UghMGp7mm8fFqngCoAEC.7-H0Z7-9UfA7B3jLQrqKLi","roberto massareto","3 years ago","1434070470067","Apoiado, s?? tem bandido.","0"
